driver_tag,timestamp,gps_speed,no_of_veh_det,overspeeding,acc_Z,at_estimates.nor,at_estimates.acc,at_estimates.brk,at_estimates.chosen
51,16,15.61111111,0,0,0.105127273,0.0344957934372711,0.506499847276273,0.459004359286456,0.506499847276273
51,17,16.61111111,0,0,0.273509091,0.198852276190176,0.33071226313302,0.470435460676804,0.33071226313302
51,18,17.66666667,0,0,-0.185309091,0.149604983739003,0.181946119249516,0.668448897011481,0.668448897011481
51,19,18.63888889,0,0,-0.945254545,0.0614827549879394,0.0564533242466164,0.882063920765444,0.882063920765444
51,20,18.75,0,0,0.430309091,0.202088822268168,0.557284781589526,0.240626396142306,0.557284781589526
51,21,19.55555556,0,0,0.376854545,0.204019252692004,0.290639392312071,0.505341354995924,0.290639392312071
51,23,21.75,1,0,0.210254545,0.188040498474943,0.189294584492224,0.622664917032833,0.189294584492224
51,24,22.75,2,0,0.172836364,0.204610703858371,0.333998166400554,0.461391129741075,0.333998166400554
51,28,24.33333333,1,0,0.322509091,0.238561151031924,0.309062040376967,0.45237680859111,0.309062040376967
51,29,25.0,1,0,0.099781818,0.208187323321136,0.29816718848146,0.493645488197404,0.29816718848146
51,30,25.69444444,1,0,0.217381818,0.239282105210421,0.381212162316991,0.379505732472589,0.381212162316991
51,31,25.33333333,1,0,-0.077509091,0.203280099915114,0.370167212192163,0.426552687892723,0.426552687892723
51,32,26.55555556,1,0,-0.116709091,0.142205431815507,0.156605574680656,0.701188993503837,0.701188993503837
51,33,27.05555556,1,0,-0.296672727,0.140117230902466,0.173153954118781,0.686728814978753,0.686728814978753
51,34,27.27777778,1,0,0.005345455,0.18709057509544,0.302024226948218,0.510885197956341,0.18709057509544
51,35,27.47222222,1,0,-0.427636364,0.280745385240566,0.445265866441438,0.273988748317996,0.273988748317996
51,37,27.69444444,1,0,0.232527273,0.215279528921583,0.395733692471664,0.388986778606753,0.395733692471664
51,38,27.86111111,1,0,0.123836364,0.23706349742131,0.370454894529525,0.392481608049165,0.370454894529525
51,39,28.05555556,1,0,0.098890909,0.245144039830815,0.387934203917118,0.366921756252067,0.387934203917118
51,40,28.27777778,1,0,-0.451690909,0.204797430013337,0.256522084690899,0.538680485295764,0.538680485295764
51,41,27.94444444,2,0,-0.293109091,0.173841784170939,0.337659860107498,0.488498355721562,0.488498355721562
51,42,26.80555556,2,0,-0.105127273,0.165435407836953,0.421408102541368,0.413156489621679,0.413156489621679
51,43,26.41666667,2,0,0.040090909,0.163081941573004,0.338115153594848,0.498802904832148,0.163081941573004
51,45,25.61111111,2,0,0.272618182,0.211702765518649,0.695432131766826,0.092865102714525,0.695432131766826
51,46,25.05555556,2,0,0.367945455,0.202447816545222,0.521981788723931,0.275570394730847,0.521981788723931
51,47,25.61111111,2,0,0.293109091,0.21257641214013,0.372772476777763,0.414651111082108,0.372772476777763
51,48,25.97222222,3,0,0.3136,0.205677497207609,0.445593020714556,0.348729482077836,0.445593020714556
51,49,25.63888889,3,0,0.170163636,0.188806479908136,0.467501947109288,0.343691572982576,0.467501947109288
51,49,25.63888889,3,0,0.170163636,0.198105041224978,0.474611184086965,0.327283774688056,0.474611184086965
51,50,26.83333333,2,0,0.059690909,0.221396185089259,0.307005028595868,0.471598786314873,0.307005028595868
51,51,27.02777778,1,0,-0.073054545,0.231576230100033,0.359977612091776,0.408446157808191,0.408446157808191
51,52,27.0,1,0,0.141654545,0.181110714816581,0.298578080729339,0.52031120445408,0.298578080729339
51,53,27.5,1,0,0.149672727,0.248263061573002,0.366688865161539,0.385048073265459,0.366688865161539
51,54,28.11111111,1,0,0.153236364,0.268454717671769,0.342047545607018,0.389497736721213,0.342047545607018
51,66,32.44444444,2,0,-0.161254545,0.215342800421299,0.0853614388246011,0.6992957607541,0.6992957607541
51,67,32.5,1,0,-0.082854545,0.21569519691679,0.255284395595836,0.529020407487374,0.529020407487374
51,68,32.61111111,0,0,0.021381818,0.236968614405692,0.228123486417137,0.534907899177171,0.236968614405692
51,69,32.61111111,0,0,-0.054345455,0.378692259714619,0.456646291120548,0.164661449164833,0.164661449164833
51,70,32.52777778,0,0,0.010690909,0.235181945882089,0.232332659886294,0.532485394231618,0.235181945882089
51,71,32.5,0,0,-0.034745455,0.375974472021608,0.465499357027446,0.158526170950946,0.375974472021608
51,72,32.08333333,0,0,-0.130072727,0.323562657433024,0.523687559926725,0.15274978264025,0.15274978264025
51,73,31.86111111,1,0,0.277072727,0.224348761441247,0.371658239137751,0.403992999421002,0.371658239137751
51,74,31.36111111,1,0,0.035636364,0.248005303222342,0.396402204970766,0.355592491806893,0.248005303222342
51,76,30.55555556,1,0,0.3528,0.25748014295641,0.662706547684136,0.079813309359454,0.662706547684136
51,77,30.63888889,1,0,0.093545455,0.24671001575886,0.33972465130445,0.413565332936689,0.33972465130445
51,78,30.61111111,2,0,0.148781818,0.250259197315,0.454955082139168,0.294785720545832,0.454955082139168
51,79,30.80555556,2,0,0.093545455,0.250496661916132,0.406729521485892,0.342773816597975,0.406729521485892
51,80,30.94444444,2,0,-0.159472727,0.239341212159151,0.361641677398339,0.39901711044251,0.39901711044251
51,82,30.16666667,3,0,-0.180854545,0.165019953382334,0.358797749300334,0.476182297317332,0.476182297317332
51,83,29.75,2,0,0.242327273,0.19898284925002,0.420533984330445,0.380483166419535,0.420533984330445
51,84,29.63888889,2,0,0.278854545,0.239666532273003,0.46060767287519,0.299725794851807,0.46060767287519
51,85,29.58333333,2,0,0.200454545,0.235811275168095,0.425997124464535,0.33819160036737,0.425997124464535
51,86,29.61111111,2,0,0.307363636,0.244668982095254,0.4649482278823,0.290382790022445,0.4649482278823
51,87,29.97222222,2,0,0.096218182,0.235514588267581,0.353361376820038,0.411124034912381,0.353361376820038
51,88,30.27777778,2,0,0.077509091,0.249097635140024,0.406862665872787,0.344039698987188,0.406862665872787
51,89,30.52777778,2,0,-0.251236364,0.230586779813599,0.333460339006867,0.435952881179534,0.435952881179534
51,90,30.52777778,2,0,-0.426745455,0.160774651602857,0.230034370532216,0.609190977864927,0.609190977864927
51,92,30.02777778,1,0,-0.043654545,0.210625253348784,0.388104839084148,0.401269907567067,0.210625253348784
51,93,30.11111111,2,0,0.149672727,0.279252853939387,0.602194459322953,0.118552686737659,0.602194459322953
51,94,28.91666667,2,0,0.187090909,0.220181987380296,0.552577627603362,0.227240385016342,0.552577627603362
51,95,28.83333333,1,0,0.159472727,0.256189145958467,0.403475708170707,0.340335145870825,0.403475708170707
51,96,28.83333333,1,0,0.1764,0.259627645494195,0.406927389746245,0.33344496475956,0.406927389746245
51,98,29.16666667,1,0,0.056127273,0.25686012013941,0.343463058531048,0.399676821329542,0.343463058531048
51,99,29.5,1,0,-0.022272727,0.264405412098637,0.351787123642807,0.383807464258556,0.264405412098637
51,100,29.75,1,0,-0.432090909,0.315447729641601,0.427001688687789,0.25755058167061,0.25755058167061
51,101,29.63888889,1,0,-0.202236364,0.206771073632918,0.305172252019902,0.48805667434718,0.48805667434718
51,102,29.30555556,1,0,0.183527273,0.215510691255927,0.364658659170412,0.419830649573661,0.364658659170412
51,104,28.97222222,1,0,-0.056127273,0.24242675800855,0.372664002849544,0.384909239141905,0.384909239141905
51,105,29.16666667,1,0,-0.065927273,0.178499618006463,0.225718022082554,0.595782359910983,0.595782359910983
51,106,29.16666667,1,0,0.066818182,0.193832559322678,0.272687108711387,0.533480331965935,0.272687108711387
51,107,29.19444444,1,0,0.123836364,0.265164429028255,0.413476590118639,0.321358980853106,0.413476590118639
51,109,29.5,1,0,-0.022272727,0.258472559234543,0.338506166525545,0.403021274239912,0.258472559234543
51,110,29.63888889,2,0,-0.033854545,0.289259913704719,0.555258938132471,0.155481148162809,0.289259913704719
51,111,29.61111111,2,0,-0.125618182,0.284450283850437,0.553404586668813,0.16214512948075,0.16214512948075
51,112,29.77777778,2,0,-0.0686,0.180926756627161,0.266226727809358,0.552846515563481,0.552846515563481
51,114,29.97222222,3,0,-0.037418182,0.172785745084738,0.280562416938086,0.546651837977176,0.172785745084738
51,115,30.63888889,3,0,0.014254545,0.292224425661679,0.551665442675027,0.156110131663294,0.292224425661679
51,116,30.36111111,3,0,0.031181818,0.25648282549246,0.621851737037245,0.121665437470294,0.25648282549246
51,117,30.0,4,0,0.130072727,0.226129147331779,0.673405832725403,0.100465019942818,0.673405832725403
51,119,30.08333333,4,0,0.138090909,0.221212485225517,0.488402183438782,0.290385331335702,0.488402183438782
51,120,30.11111111,5,0,-0.292218182,0.189977049600226,0.405743603988192,0.404279346411582,0.404279346411582
51,121,30.16666667,5,0,-0.163036364,0.16166865130156,0.373712936876627,0.464618411821813,0.464618411821813
51,123,29.38888889,3,0,0.310927273,0.187280321139284,0.492782636438727,0.319937042421989,0.492782636438727
51,124,29.66666667,3,0,-0.2646,0.197982498163055,0.29095845317611,0.511059048660836,0.511059048660836
51,125,30.0,3,0,-0.319836364,0.163065923798593,0.250220796797041,0.586713279404366,0.586713279404366
51,126,29.91666667,3,0,0.021381818,0.192672829647658,0.388943236311711,0.418383934040631,0.192672829647658
51,128,29.86111111,2,0,-0.010690909,0.283875630150923,0.566923902508786,0.149200467340291,0.283875630150923
51,129,29.75,2,0,0.101563636,0.277479986480128,0.598506626934011,0.124013386585861,0.598506626934011
51,130,29.33333333,3,0,-0.121163636,0.216097071830796,0.444598082765838,0.339304845403366,0.339304845403366
51,132,29.44444444,2,0,0.118490909,0.193687951125947,0.316623352352687,0.489688696521365,0.316623352352687
51,133,29.58333333,2,0,0.102454545,0.248745955501993,0.416583129244783,0.334670915253225,0.416583129244783
51,134,29.69444444,2,0,0.142545455,0.251833739140537,0.432940379587478,0.315225881271985,0.432940379587478
51,135,29.66666667,2,0,0.147890909,0.248081470348815,0.436963507616747,0.314955022034438,0.436963507616747
51,137,29.91666667,2,0,-0.020490909,0.240322974946754,0.371197584204993,0.388479440848253,0.240322974946754
51,138,29.97222222,2,0,-0.017818182,0.278806239734942,0.573507208260076,0.147686552004982,0.278806239734942
51,139,30.16666667,2,0,0.023163636,0.285420417320025,0.567809885292296,0.146769697387679,0.285420417320025
51,140,30.33333333,2,0,0.002672727,0.288415124069888,0.555957103559002,0.155627772371111,0.288415124069888
