driver_tag,timestamp,gps_speed,no_of_veh_det,overspeeding,acc_Z,at_estimates.nor,at_estimates.acc,at_estimates.brk,at_estimates.chosen
22,25,23.86111111,0,0,0.082854545,0.0277721888616155,0.593486855506953,0.378740955631432,0.593486855506953
22,27,24.11111111,1,0,-0.890018182,0.0870237475811197,0.204376034453381,0.7086002179655,0.7086002179655
22,29,25.41666667,1,0,0.280636364,0.149139759845318,0.522350214188644,0.328510025966038,0.522350214188644
22,30,25.72222222,1,0,-0.182636364,0.12526466715724,0.333996274743051,0.540739058099709,0.540739058099709
22,32,26.02777778,1,0,-0.080181818,0.105755038717774,0.299924837630681,0.594320123651545,0.594320123651545
22,34,26.27777778,1,0,-0.065036364,0.103848625283334,0.278843539759479,0.617307834957187,0.617307834957187
22,36,25.36111111,2,0,-0.104236364,0.0915798914029194,0.400054612555939,0.508365496041142,0.508365496041142
22,38,25.16666667,2,0,0.136309091,0.103548860541658,0.413561917847515,0.482889221610827,0.413561917847515
22,40,25.91666667,2,0,0.229854545,0.145744418719975,0.483399237605723,0.370856343674302,0.483399237605723
22,45,29.86111111,1,0,-0.061472727,0.136574924740743,0.121404333049337,0.74202074220992,0.74202074220992
22,47,31.08333333,1,0,0.196,0.134640473473848,0.273880927786811,0.591478598739341,0.273880927786811
22,49,31.08333333,1,0,-0.553254545,0.13457005364594,0.291495988933494,0.573933957420566,0.573933957420566
22,50,31.11111111,1,0,0.234309091,0.153648469818435,0.539922617485526,0.306428912696039,0.539922617485526
22,51,31.08333333,1,0,-0.089981818,0.158811133203668,0.415162460736049,0.426026406060283,0.426026406060283
22,53,30.30555556,1,0,0.001781818,0.120473374255905,0.413262763416093,0.466263862328002,0.120473374255905
22,55,30.52777778,0,0,0.230745455,0.214017342667293,0.654329419332345,0.131653238000362,0.654329419332345
22,56,30.83333333,0,0,-0.024945455,0.186376790787632,0.358984900932475,0.454638308279893,0.186376790787632
22,57,30.52777778,0,0,-0.207581818,0.22024971910041,0.597923381625077,0.181826899274513,0.181826899274513
22,58,30.27777778,0,0,-0.206690909,0.134422577071527,0.294904462124933,0.57067296080354,0.57067296080354
22,60,29.47222222,0,0,-0.060581818,0.13886304329859,0.386489792067089,0.474647164634321,0.474647164634321
